Images/native_wool/8648.jpg,1
Images/cn_cyan_cashmere/9604.jpg,0
Images/native_wool/9511.jpg,1
Images/native_wool/4831.jpg,1
Images/mongo_purple_cashmere/10762.jpg,5
Images/cn_cyan_cashmere/10138.jpg,0
Images/mongo_purple_cashmere/4979.jpg,5
Images/cn_cyan_cashmere/7641.jpg,0
Images/mongo_purple_cashmere/4269.jpg,5
Images/normal_wool/8955.jpg,2
Images/mongo_purple_cashmere/6843.jpg,5
Images/mongo_cyan_cashmere/4886.jpg,3
Images/mongo_cyan_cashmere/8888.jpg,3
Images/mongo_purple_cashmere/8487.jpg,5
Images/normal_wool/4772.jpg,2
Images/native_wool/2083.jpg,1
Images/cn_cyan_cashmere/8005.jpg,0
Images/mongo_cyan_cashmere/8702.jpg,3
Images/cn_white_cashmere/3249.jpg,4
Images/mongo_purple_cashmere/1166.jpg,5
Images/normal_wool/4985.jpg,2
Images/mongo_purple_cashmere/8304.jpg,5
Images/normal_wool/5198.jpg,2
Images/normal_wool/8940.jpg,2
Images/mongo_purple_cashmere/3286.jpg,5
Images/mongo_purple_cashmere/2613.jpg,5
Images/mongo_purple_cashmere/5334.jpg,5
Images/mongo_purple_cashmere/8868.jpg,5
Images/mongo_cyan_cashmere/5650.jpg,3
Images/native_wool/3034.jpg,1
Images/cn_cyan_cashmere/4449.jpg,0
Images/normal_wool/6960.jpg,2
Images/mongo_purple_cashmere/2980.jpg,5
Images/mongo_cyan_cashmere/5578.jpg,3
Images/native_wool/1403.jpg,1
Images/mongo_purple_cashmere/4081.jpg,5
Images/cn_cyan_cashmere/2874.jpg,0
Images/mongo_cyan_cashmere/9536.jpg,3
Images/normal_wool/8990.jpg,2
Images/cn_cyan_cashmere/1982.jpg,0
Images/mongo_cyan_cashmere/7117.jpg,3
Images/cn_cyan_cashmere/7673.jpg,0
Images/native_wool/6827.jpg,1
Images/cn_white_cashmere/4289.jpg,4
Images/cn_white_cashmere/6607.jpg,4
Images/cn_cyan_cashmere/5997.jpg,0
Images/normal_wool/3925.jpg,2
Images/mongo_cyan_cashmere/4669.jpg,3
Images/normal_wool/3604.jpg,2
Images/normal_wool/4802.jpg,2
Images/cn_cyan_cashmere/3268.jpg,0
Images/cn_white_cashmere/3179.jpg,4
Images/cn_white_cashmere/6092.jpg,4
Images/cn_white_cashmere/3697.jpg,4
Images/cn_white_cashmere/6496.jpg,4
Images/mongo_purple_cashmere/2448.jpg,5
Images/normal_wool/4460.jpg,2
Images/cn_white_cashmere/4200.jpg,4
Images/normal_wool/6440.jpg,2
Images/cn_white_cashmere/9903.jpg,4
Images/normal_wool/2816.jpg,2
Images/cn_cyan_cashmere/1540.jpg,0
Images/mongo_cyan_cashmere/8780.jpg,3
Images/native_wool/2434.jpg,1
Images/mongo_purple_cashmere/8358.jpg,5
Images/mongo_cyan_cashmere/5346.jpg,3
Images/native_wool/3741.jpg,1
Images/native_wool/9786.jpg,1
Images/cn_white_cashmere/8231.jpg,4
Images/cn_cyan_cashmere/6302.jpg,0
Images/normal_wool/4529.jpg,2
Images/native_wool/8846.jpg,1
Images/native_wool/8997.jpg,1
Images/mongo_cyan_cashmere/6264.jpg,3
Images/normal_wool/7607.jpg,2
Images/mongo_cyan_cashmere/3990.jpg,3
Images/mongo_cyan_cashmere/2933.jpg,3
Images/mongo_purple_cashmere/9853.jpg,5
Images/native_wool/4434.jpg,1
Images/mongo_cyan_cashmere/2310.jpg,3
Images/cn_white_cashmere/5110.jpg,4
Images/native_wool/6422.jpg,1
Images/cn_white_cashmere/4940.jpg,4
Images/cn_white_cashmere/2068.jpg,4
Images/cn_white_cashmere/2330.jpg,4
Images/normal_wool/6288.jpg,2
Images/cn_white_cashmere/2883.jpg,4
Images/cn_cyan_cashmere/9058.jpg,0
Images/normal_wool/9770.jpg,2
Images/cn_white_cashmere/1241.jpg,4
Images/cn_cyan_cashmere/8518.jpg,0
Images/cn_white_cashmere/2058.jpg,4
Images/mongo_cyan_cashmere/8490.jpg,3
Images/cn_white_cashmere/8015.jpg,4
Images/native_wool/2142.jpg,1
Images/normal_wool/9662.jpg,2
Images/native_wool/2469.jpg,1
Images/mongo_purple_cashmere/7654.jpg,5
Images/normal_wool/4556.jpg,2
